Q=[
[ 236.000000,	54.000000,	5.000000,	33.000000,	42.000000,	]
[ 827.874390,	1437.997803,	884.244568,	1022.561462,	1625.733398,	1243.258911,	1407.407959,	1430.034424,	709.810059,	1396.076660,	901.298462,	785.086487,	1582.363159,	1313.114136,	1439.436401,	579.881470,	1498.463989,	1405.814697,	702.457153,	681.918091,	910.288879,	1438.860596,	781.860352,	1155.244629,	711.597473,	789.610474,	1437.997803,	776.610535,	1327.549072,	263.565094,	1005.697144,	641.483887,	547.570801,	1319.641479,	781.338257,	819.339172,	1421.306274,	1008.215942,	645.229553,	1183.996216,	1136.303467,	710.640808,	544.810547,	782.575562,	1318.031616,	1338.762573,	87.571480,	603.017395,	1062.287354,	781.338257,	783.524902,	1448.872925,	710.640808,	957.130066,	600.431213,	1279.119141,	1399.465454,	1580.836914,	70.161896,	862.581360,	897.128906,	649.131226,	729.256409,	768.345825,	733.925171,	1623.441040,	126.147331,	1301.485718,	1499.085693,	861.256226,	632.447815,	1468.703613,	602.832458,	1171.198242,	961.596130,	789.610474,	1144.802246,	1331.986450,	1356.001587,	504.755066,	311.891479,	1516.204712,	645.229553,	1093.292603,	258.728180,	1339.807373,	77.444901,	1616.885010,	1243.124146,	473.081604,	1240.217163,	1441.911133,	684.385986,	784.383850,	784.383850,	1437.997803,	782.918152,	715.414978,	481.702728,	775.936584,	232.281540,	1220.233765,	739.596863,	1430.651123,	1172.933594,	1581.195679,	1027.533325,	1239.204468,	340.065155,	1452.414673,	3012.407471,	1138.924438,	1141.816895,	734.236511,	1140.773560,	1141.800781,	0.000000,	1142.778076,	1311.676270,	700.181641,	1021.288940,	1449.480957,	265.436493,	605.181580,	560.233582,	1626.057983,	789.369507,	1301.557007,	929.156982,	617.931396,	897.128906,	1308.235229,	1144.048096,	1406.472656,	1499.691162,	1590.980469,	1147.309082,	1499.313110,	905.834534,	570.823486,	735.919250,	743.468872,	1327.242432,	1256.752930,	406.923187,	1026.040527,	773.585327,	362.899384,	782.659851,	1038.076294,	]
[ 1944.521973,	2422.246338,	394.381592,	187.304565,	2319.419189,	2300.648193,	339.204803,	336.173279,	536.142944,	276.316223,	401.791351,	919.995972,	2363.937988,	186.938904,	315.748901,	567.802856,	390.835052,	2361.504883,	534.359680,	469.436707,	414.488495,	2403.563721,	920.665710,	22.003767,	537.583679,	941.289734,	2422.246338,	933.067322,	204.338867,	1315.827148,	235.983246,	501.513428,	601.461304,	2369.808838,	924.453796,	748.182800,	323.773804,	234.345123,	1485.657104,	131.641830,	11.658487,	492.397644,	920.760254,	492.074615,	196.612946,	239.152023,	1207.364868,	784.601196,	269.743042,	924.453796,	928.022705,	357.511597,	492.397644,	1837.984009,	787.010010,	136.352448,	282.213684,	2343.178467,	1175.937622,	327.290283,	435.147308,	1487.978149,	599.957520,	925.275330,	617.747131,	2312.954834,	1142.553101,	174.328262,	390.586334,	384.567932,	600.001770,	411.993134,	788.763977,	36.389229,	298.789886,	941.289734,	3.641609,	2267.565430,	227.377350,	1012.306641,	1353.307617,	418.426636,	1485.657104,	108.135017,	1028.296631,	220.862045,	1178.259277,	2311.380371,	2305.591797,	715.901367,	2305.128174,	372.932770,	585.000183,	926.066040,	926.066040,	2422.246338,	914.249878,	588.001648,	714.494080,	928.317017,	1231.322754,	2287.139160,	595.609924,	2419.020996,	95.810982,	2343.081055,	245.759033,	2300.195801,	1103.475830,	340.300629,	3426.672607,	6.133784,	1.638423,	589.800232,	4.547374,	3.545936,	1142.778076,	0.000000,	193.383698,	649.712830,	194.984573,	2424.302002,	1297.771729,	1491.104858,	594.558655,	2418.354492,	633.367493,	176.386429,	645.739197,	683.169067,	435.147308,	182.445709,	5.389065,	2061.561279,	392.017273,	2353.887451,	63.726120,	391.229187,	422.737701,	1095.429810,	599.843933,	703.548157,	202.707886,	115.246124,	991.782532,	236.450668,	937.596497,	949.167358,	924.584900,	153.796661,	]
[ 2097.086914,	2538.061768,	488.287720,	296.208038,	2383.131348,	2434.126953,	155.721405,	143.860413,	729.188110,	85.598450,	591.637451,	987.940979,	2442.180908,	18.467154,	128.173340,	746.453979,	198.050537,	2472.347656,	727.151428,	630.155518,	491.459717,	2515.604492,	989.229431,	173.614090,	730.693665,	1008.456299,	2538.061768,	1002.648560,	17.772549,	1496.922241,	423.963348,	675.804504,	764.578003,	2500.850830,	993.120911,	812.245117,	131.083786,	422.057312,	1601.455566,	133.181091,	194.265167,	626.915955,	1031.603516,	599.215637,	8.503058,	52.404846,	1380.406860,	893.467896,	310.386078,	993.120911,	996.280579,	165.133423,	626.915955,	1946.414795,	896.187866,	102.852501,	90.384659,	2418.434570,	1349.296509,	459.863281,	512.563660,	1603.438354,	701.600830,	996.409485,	715.225952,	2376.094482,	1300.666016,	25.347589,	197.938522,	577.519348,	730.205444,	226.534058,	897.298584,	157.413040,	388.233002,	1008.456299,	193.269257,	2375.996826,	47.803764,	1126.849854,	1535.814453,	225.047501,	1601.455566,	292.666748,	1212.822510,	28.565762,	1352.096924,	2375.427490,	2440.249756,	864.578918,	2440.391113,	186.025208,	778.171692,	994.155457,	994.155457,	2538.061768,	982.611206,	695.831482,	861.052429,	998.015991,	1413.704102,	2423.071533,	695.002502,	2535.744141,	138.754913,	2418.258057,	318.065826,	2434.548584,	1239.006226,	147.810837,	3420.415039,	199.172485,	193.521927,	691.753662,	197.238678,	192.479996,	1311.676270,	193.383698,	0.000000,	751.590393,	299.667145,	2538.128662,	1479.830078,	1613.024414,	775.953735,	2497.416748,	713.595276,	20.817324,	826.769653,	876.165100,	512.563660,	18.698097,	189.620926,	2125.708740,	199.249985,	2429.010254,	166.476776,	198.518936,	499.542969,	1200.335938,	699.591919,	788.502258,	19.306440,	97.347794,	1182.355103,	420.609222,	1007.760132,	1086.819214,	993.000183,	275.305389,	]
[ 1385.381226,	1786.472656,	263.652618,	468.765503,	1677.356812,	1690.051636,	795.228088,	830.796265,	609.794678,	823.487183,	691.288513,	300.059998,	1715.300171,	760.646362,	865.428040,	414.034210,	901.547424,	1721.181641,	598.043945,	301.039734,	263.492615,	1764.258789,	299.489258,	650.191589,	613.797119,	320.707489,	1786.472656,	308.866730,	769.349915,	948.955017,	664.973511,	373.463959,	305.505371,	1754.650879,	302.709045,	178.149582,	825.956116,	666.479797,	850.184204,	620.384766,	638.936951,	194.503067,	280.589600,	157.641785,	759.722961,	758.388428,	785.811157,	142.981949,	445.965149,	302.709045,	306.689972,	845.337158,	194.503067,	1195.490967,	145.843018,	765.872253,	823.873535,	1695.432129,	760.460876,	327.429230,	243.506653,	852.105347,	50.261196,	299.033844,	38.846420,	1671.285156,	637.644165,	752.228394,	902.861023,	629.736938,	129.285904,	841.875183,	146.566681,	661.270691,	364.382568,	320.707489,	653.078247,	1625.336060,	799.357361,	376.691071,	996.431458,	909.380676,	850.184204,	666.298889,	741.731018,	775.218140,	766.074280,	1669.133789,	1697.218018,	253.015091,	1697.934448,	825.231995,	636.891785,	305.239960,	305.239960,	1786.472656,	294.119507,	64.002167,	240.287796,	304.330872,	887.163574,	1681.343872,	56.670849,	1784.181519,	627.297791,	1695.361206,	433.643280,	1691.253296,	512.206177,	864.893982,	2864.558838,	649.179626,	648.176025,	60.337929,	650.324097,	647.005798,	700.181641,	649.712830,	751.590393,	0.000000,	462.726440,	1786.600098,	942.308228,	863.887939,	445.990417,	1769.479248,	90.828651,	750.137390,	902.135376,	675.089172,	243.506653,	756.231750,	647.864319,	1420.279297,	902.678528,	1706.170532,	619.028809,	902.699280,	256.001190,	449.440186,	52.047153,	85.057755,	770.497253,	738.508484,	806.867188,	687.281677,	311.991699,	375.070984,	303.295898,	499.266998,	]
[ 1797.994751,	2245.641602,	201.765732,	8.602910,	2125.685303,	2135.827393,	387.467682,	408.772308,	520.812500,	380.150330,	453.503876,	725.645264,	2172.806641,	305.488342,	423.688538,	476.503082,	477.618225,	2182.195557,	514.831604,	341.064117,	219.528732,	2224.898926,	726.380554,	191.027481,	523.507202,	746.896057,	2245.641602,	738.917908,	316.921570,	1220.458862,	324.495270,	401.075073,	474.349213,	2203.134277,	730.186340,	553.295044,	400.236664,	324.350006,	1308.259644,	166.830368,	183.459091,	327.270294,	739.429810,	306.165863,	307.123230,	319.396271,	1093.570801,	601.693542,	105.243774,	730.186340,	733.717834,	427.600922,	327.270294,	1657.066406,	604.274597,	303.146027,	382.494110,	2151.382812,	1062.960815,	161.030121,	240.263947,	1310.389526,	412.500366,	731.301575,	428.762848,	2119.146729,	1003.885742,	295.628998,	478.325378,	411.425873,	430.884552,	452.348083,	605.705139,	200.320663,	103.895683,	746.896057,	198.585251,	2086.992920,	346.876678,	833.305908,	1261.744141,	494.930664,	1308.259644,	250.497269,	945.871643,	326.198578,	1066.271973,	2117.686523,	2141.713379,	566.137207,	2141.740479,	422.547485,	569.530029,	731.740295,	731.740295,	2245.641602,	719.932190,	403.358673,	562.158020,	734.172607,	1140.189819,	2124.296143,	407.189728,	2242.930176,	166.375946,	2151.269043,	61.200817,	2136.070312,	939.743164,	432.772095,	3237.789307,	195.994247,	193.356506,	402.393585,	196.687164,	191.811874,	1021.288940,	194.984573,	299.667145,	462.726440,	0.000000,	2246.599854,	1205.239258,	1317.466431,	510.594025,	2227.443604,	439.828827,	294.311493,	713.186768,	659.457275,	240.263947,	300.782379,	192.013245,	1867.775146,	478.840851,	2162.069580,	156.449081,	478.506989,	227.791199,	911.671204,	411.599884,	511.326935,	317.417480,	275.800476,	937.043030,	338.279755,	743.524963,	787.254395,	730.290771,	42.412258,	]
[ 749.967957,	29.683140,	2050.170898,	2251.976074,	676.855530,	321.950104,	2569.338867,	2609.119141,	2127.610596,	2608.472168,	2306.135254,	1582.164795,	492.814728,	2547.235352,	2649.661133,	1948.108154,	2678.813477,	77.658920,	2118.099121,	1975.899170,	2047.678101,	34.068172,	1579.967651,	2428.169678,	2130.222412,	1564.675293,	29.683140,	1565.936646,	2555.894531,	1493.410522,	2367.967041,	1981.709839,	1862.168335,	269.094574,	1576.214355,	1749.698730,	2605.727295,	2370.209229,	938.767090,	2406.903320,	2414.406738,	1932.282959,	1507.343018,	1940.850708,	2546.285156,	2543.040039,	1444.362305,	1645.365845,	2230.410889,	1576.214355,	1573.981201,	2621.583740,	1932.282959,	593.619080,	1642.717285,	2548.489502,	2608.396240,	532.383911,	1468.420288,	2097.367676,	2026.853271,	936.519287,	1836.682495,	1569.245850,	1822.931763,	684.268311,	1375.395996,	2538.731689,	2680.354004,	2254.950928,	1824.530884,	2605.564209,	1641.440674,	2440.802979,	2150.749268,	1564.675293,	2427.386475,	177.094650,	2585.870361,	1413.377075,	1502.333008,	2682.118652,	938.767090,	2416.149902,	1698.726074,	2561.452881,	1471.978516,	673.418457,	338.484283,	1726.655884,	347.941162,	2595.926514,	2112.554932,	1576.214233,	1576.214233,	29.683140,	1586.391479,	1843.675171,	1724.672241,	1570.024414,	1557.215820,	363.132294,	1843.147095,	43.443699,	2412.551025,	533.384705,	2220.243408,	335.293304,	1333.586548,	2646.111816,	1979.314941,	2422.734619,	2422.881592,	1846.592651,	2424.140381,	2422.012207,	1449.480957,	2424.302002,	2538.128662,	1786.600098,	2246.599854,	0.000000,	1519.185913,	935.215515,	1944.270874,	481.247589,	1829.524780,	2536.693115,	2375.078369,	2059.696289,	2026.853271,	2542.809082,	2423.309570,	736.409241,	2679.877686,	533.155701,	2401.437988,	2680.049805,	2039.765991,	1338.051514,	1838.565552,	1753.979736,	2557.070312,	2521.536621,	1841.449463,	2390.759277,	1560.266357,	1486.247681,	1576.738281,	2280.413818,	]
[ 814.941833,	1503.034302,	1095.421143,	1205.005859,	1792.671509,	1268.896484,	1591.820679,	1608.539551,	800.405701,	1565.408813,	991.521606,	1049.519897,	1725.575562,	1478.473633,	1607.740479,	733.620483,	1673.959106,	1487.572998,	796.584534,	866.222229,	1126.946411,	1514.423950,	1046.320190,	1313.253052,	800.918152,	1054.506226,	1503.034302,	1041.374756,	1494.327393,	26.462620,	1124.845337,	806.200256,	738.096313,	1347.235962,	1045.893677,	1074.687256,	1598.545654,	1127.397095,	839.833557,	1359.539062,	1293.135620,	919.617126,	809.141541,	1003.280701,	1485.265991,	1513.202515,	182.525360,	858.362305,	1261.543457,	1045.893677,	1048.158813,	1628.531128,	919.617126,	1102.328979,	855.951416,	1432.414795,	1569.810303,	1730.103394,	195.499893,	1054.232544,	1116.479370,	843.730896,	965.354309,	1032.955078,	973.126343,	1791.565186,	381.813049,	1466.237183,	1674.279907,	965.377686,	857.625122,	1657.586914,	858.615479,	1329.745850,	1160.960083,	1054.506226,	1299.221069,	1427.378906,	1520.997559,	769.905518,	56.596848,	1695.306030,	839.833557,	1231.077271,	272.774780,	1508.386475,	188.414734,	1783.955322,	1264.576050,	698.666260,	1259.747681,	1627.179565,	762.094666,	1048.969604,	1048.969604,	1503.034302,	1047.204590,	948.365601,	709.496887,	1040.597534,	66.636398,	1239.066650,	975.669678,	1493.693359,	1343.100342,	1730.586182,	1221.663086,	1262.088867,	599.925354,	1625.552002,	3206.916992,	1293.123901,	1297.063477,	968.984253,	1295.067383,	1297.419922,	265.436493,	1297.771729,	1479.830078,	942.308228,	1205.239258,	1519.185913,	0.000000,	789.168457,	704.027405,	1764.032837,	1032.949585,	1467.072632,	947.146057,	673.238098,	1116.479370,	1473.651245,	1299.956787,	1592.454224,	1675.189819,	1739.655151,	1313.353516,	1674.659668,	1123.616089,	832.474976,	972.439758,	993.960327,	1493.508789,	1412.986694,	366.866516,	1142.224731,	1038.449829,	626.234863,	1047.214844,	1214.907715,	]
[ 608.532776,	931.899780,	1125.217407,	1322.411377,	1020.555664,	829.035950,	1657.593384,	1694.279419,	1211.497803,	1686.833496,	1381.653320,	712.612488,	983.442444,	1621.006470,	1729.028198,	1020.998962,	1764.903198,	875.828186,	1201.178589,	1040.852417,	1127.341675,	916.215210,	709.704651,	1495.761353,	1214.456543,	700.199341,	931.899780,	696.512207,	1630.711548,	770.455444,	1434.518677,	1049.610962,	929.485352,	891.574158,	706.491516,	858.936157,	1689.672729,	1436.719971,	61.099300,	1480.519653,	1481.428345,	998.708557,	583.548523,	1013.808899,	1620.991577,	1621.940674,	640.431824,	720.962708,	1309.815918,	706.491516,	705.467468,	1708.386597,	998.708557,	369.783844,	718.140015,	1617.426392,	1687.413330,	979.195068,	651.970276,	1165.054077,	1107.167603,	64.152802,	913.101379,	696.293030,	901.662537,	1018.296021,	496.138855,	1611.910889,	1766.263672,	1327.953857,	891.144409,	1700.634277,	717.327576,	1508.822144,	1224.812500,	700.199341,	1494.123169,	786.565735,	1660.819336,	487.200378,	803.815247,	1771.600220,	61.099300,	1480.955078,	862.041809,	1637.479858,	658.117554,	1011.708130,	837.391846,	792.289551,	838.827698,	1686.573730,	1202.690796,	707.571716,	707.571716,	931.899780,	715.260559,	917.349304,	789.908264,	699.580811,	794.809326,	823.305847,	920.470215,	928.300049,	1483.835205,	979.503479,	1295.257568,	831.133850,	401.257751,	1728.764648,	2418.952881,	1489.343872,	1489.712646,	922.692139,	1490.793457,	1488.908325,	605.181580,	1491.104858,	1613.024414,	863.887939,	1317.466431,	935.215515,	789.168457,	0.000000,	1020.908264,	1029.652710,	917.929993,	1610.174072,	1479.213135,	1163.664062,	1107.167603,	1616.453979,	1490.294800,	805.973755,	1766.021973,	989.520630,	1470.771362,	1766.073486,	1119.776733,	429.162445,	915.821533,	843.501953,	1631.658081,	1590.778931,	1009.997253,	1457.426147,	690.845337,	551.893860,	707.381775,	1349.713257,	]
[ 1382.810059,	1937.273804,	450.297119,	509.143311,	1979.186035,	1775.389038,	892.493591,	906.557495,	197.667526,	861.549561,	361.899445,	718.666260,	1980.786011,	774.450134,	903.770752,	38.160225,	970.915039,	1890.397949,	186.181702,	196.771133,	491.993774,	1928.477417,	717.026794,	609.543335,	201.201324,	736.327271,	1937.273804,	722.269714,	790.342590,	721.570068,	446.096649,	113.302162,	143.657318,	1849.117065,	719.324524,	624.139954,	896.191956,	448.596375,	1034.272705,	657.778198,	589.561340,	299.287048,	564.322876,	399.800018,	781.312805,	810.354187,	617.460754,	482.267212,	582.250061,	719.324524,	723.225342,	926.873962,	299.287048,	1389.547852,	482.429626,	730.009766,	866.055420,	1969.134521,	585.844482,	375.011536,	490.157288,	1037.470337,	431.794556,	711.463013,	451.907867,	1974.620239,	585.644653,	762.209839,	971.167053,	311.831543,	316.714722,	960.392944,	485.999451,	625.994202,	486.757935,	736.327271,	596.141602,	1804.979248,	816.971497,	620.457825,	759.911255,	993.201843,	1034.272705,	535.274353,	437.736115,	804.517517,	587.558777,	1970.490845,	1777.576172,	267.456116,	1775.753052,	928.069336,	206.091461,	722.423706,	722.423706,	1937.273804,	713.250793,	405.992767,	277.388824,	718.515991,	637.803528,	1756.510986,	438.925629,	1931.851440,	639.828003,	1969.263428,	537.117310,	1772.951294,	621.508972,	922.127563,	3256.673584,	590.078186,	593.794556,	428.228668,	592.005127,	594.075684,	560.233582,	594.558655,	775.953735,	445.990417,	510.594025,	1944.270874,	704.027405,	1020.908264,	0.000000,	2031.166992,	517.390381,	763.054565,	491.759491,	229.126999,	490.157288,	769.629639,	596.562439,	1731.253296,	972.143616,	1979.851807,	609.501099,	971.580139,	492.059540,	722.825195,	438.698944,	530.145447,	789.503174,	709.794434,	431.101685,	466.921204,	723.488770,	481.845245,	720.274780,	515.135620,	]
[ 1112.605103,	510.509277,	2025.681885,	2234.192871,	220.494354,	774.360901,	2497.235107,	2541.909912,	2226.765137,	2556.560059,	2384.550537,	1509.477417,	55.877499,	2509.587402,	2594.147705,	2025.510864,	2607.717041,	433.976532,	2215.837646,	2013.650513,	2012.272339,	452.746704,	1508.189575,	2417.579590,	2229.994629,	1489.007080,	510.509277,	1494.795654,	2514.915039,	1740.695068,	2411.739746,	2041.115723,	1921.895630,	739.724060,	1504.298584,	1685.172241,	2541.136719,	2413.670898,	1003.747864,	2373.763672,	2407.382080,	1944.227661,	1511.127075,	1926.817993,	2505.890869,	2491.656738,	1646.644287,	1640.596069,	2188.149658,	1504.298584,	1501.136597,	2550.713623,	1944.227661,	669.129028,	1638.515137,	2528.271729,	2554.867920,	91.250877,	1663.813965,	2096.310791,	1990.974731,	1000.226685,	1818.811157,	1501.180054,	1800.641357,	229.747284,	1524.195923,	2503.144775,	2609.578125,	2327.170410,	1839.744507,	2520.187500,	1636.275391,	2427.680664,	2124.947021,	1489.007080,	2421.777100,	413.679932,	2543.692139,	1429.946411,	1761.584106,	2604.347412,	1003.747864,	2433.057129,	1884.781250,	2516.929199,	1669.080566,	220.622787,	793.394836,	1780.389160,	803.129395,	2518.565430,	2222.768555,	1503.262695,	1503.262695,	510.509277,	1514.806763,	1832.289795,	1774.763428,	1499.438843,	1786.619751,	813.369873,	1822.854614,	523.651611,	2386.794189,	91.906868,	2189.257568,	788.308350,	1413.385376,	2583.142334,	1536.603882,	2418.069824,	2416.793945,	1828.955444,	2419.152344,	2415.546143,	1626.057983,	2418.354492,	2497.416748,	1769.479248,	2227.443604,	481.247589,	1764.032837,	1029.652710,	2031.166992,	0.000000,	1788.791626,	2500.222900,	2503.991943,	2190.197021,	1990.974731,	2505.667725,	2416.269531,	405.798523,	2608.641357,	83.517784,	2383.430176,	2609.052002,	2003.957031,	1334.963623,	1818.668457,	1716.186401,	2516.722412,	2500.672119,	2032.976318,	2434.841797,	1489.714722,	1549.571777,	1504.416748,	2266.127686,	]
[ 1456.908569,	1830.751831,	239.035141,	446.937988,	1686.075073,	1746.725586,	741.331116,	779.936157,	667.385437,	780.135864,	728.104858,	287.520447,	1733.970947,	724.410400,	820.728394,	483.089905,	849.989258,	1762.214233,	655.985962,	352.189789,	223.649414,	1806.016846,	287.985565,	630.779358,	671.362183,	308.905273,	1830.751831,	300.053040,	731.319458,	1039.412842,	681.097839,	433.220947,	381.992645,	1809.388794,	291.716858,	125.621597,	776.295715,	682.315979,	899.192871,	586.306458,	622.072815,	236.699112,	337.804047,	160.811508,	721.955566,	714.588867,	875.361145,	209.348862,	403.337097,	291.716858,	295.382629,	792.968262,	236.699112,	1236.297241,	212.393051,	739.480042,	779.705261,	1712.031860,	850.344116,	328.620026,	202.338928,	900.804565,	85.660866,	292.025116,	67.221649,	1679.594482,	723.151123,	717.113586,	851.468323,	667.344360,	205.790756,	782.727478,	211.820114,	640.058960,	336.540131,	308.905273,	636.893738,	1664.905884,	760.869507,	434.021973,	1086.963013,	854.959229,	899.192871,	664.604919,	831.574524,	735.298279,	856.034363,	1678.048218,	1754.661255,	342.906189,	1755.785156,	769.417236,	698.699524,	293.493530,	293.493530,	1830.751831,	281.682190,	111.397842,	330.378601,	295.299500,	977.964539,	1739.728271,	78.614761,	1829.084473,	598.089111,	1711.906982,	400.628235,	1748.516357,	585.526062,	816.588623,	2837.167480,	633.692993,	631.766357,	89.442734,	634.601562,	630.366821,	789.369507,	633.367493,	713.595276,	90.828651,	439.828827,	1829.524780,	1032.949585,	917.929993,	517.390381,	1788.791626,	0.000000,	714.516174,	952.868103,	745.034790,	202.338928,	720.259033,	630.830017,	1428.202393,	851.074280,	1722.702515,	595.055481,	851.203430,	215.363815,	493.203461,	78.691704,	75.545151,	732.820374,	711.880432,	893.286743,	702.414490,	304.452484,	456.163910,	291.921539,	479.759247,	]
[ 2089.999756,	2536.365967,	486.523254,	290.325226,	2387.629883,	2429.991699,	176.440338,	163.070038,	712.528381,	100.102898,	572.745422,	990.914612,	2445.064453,	11.557944,	140.951614,	734.095947,	214.461823,	2471.281006,	710.700806,	620.656250,	491.602936,	2514.394775,	992.137146,	157.359528,	713.969421,	1011.551941,	2536.365967,	1005.467529,	27.970747,	1484.394531,	404.938446,	664.180786,	754.976379,	2497.076416,	996.024170,	815.256592,	150.098297,	402.998138,	1599.400146,	129.812576,	178.052597,	621.029236,	1029.643921,	596.580933,	20.744692,	73.221001,	1369.539307,	891.515869,	312.148956,	996.024170,	999.234558,	184.232941,	621.029236,	1945.476562,	894.203186,	82.352104,	105.836868,	2421.652344,	1338.355957,	453.383667,	512.811707,	1601.427979,	700.018311,	999.045288,	714.177490,	2380.653564,	1292.383301,	4.998945,	214.201385,	559.646362,	725.193604,	246.995331,	895.394836,	140.926041,	385.996796,	1011.551941,	176.038574,	2375.211426,	54.448448,	1124.553223,	1522.960571,	242.588745,	1599.400146,	273.640839,	1199.395264,	44.800968,	1341.064087,	2379.886719,	2435.947510,	857.321838,	2436.001953,	206.416092,	761.378174,	997.124268,	997.124268,	2536.365967,	985.529236,	693.494873,	854.094604,	1000.813782,	1400.855225,	2418.581787,	693.661804,	2533.927979,	130.030396,	2421.485107,	316.574493,	2430.288574,	1234.046753,	163.914795,	3432.119629,	182.034637,	176.631195,	690.100891,	180.079697,	175.711243,	1301.557007,	176.386429,	20.817324,	750.137390,	294.311493,	2536.693115,	1467.072632,	1610.174072,	763.054565,	2500.222900,	714.516174,	0.000000,	806.711182,	859.552490,	512.811707,	6.679703,	172.889450,	2130.064453,	215.641556,	2432.246826,	154.526047,	214.847900,	499.765015,	1199.325439,	698.225403,	789.120911,	26.600634,	76.705208,	1167.068359,	401.144989,	1010.523499,	1081.416992,	995.931030,	267.591827,	]
[ 1739.646851,	2364.742188,	790.157166,	706.251587,	2463.310547,	2170.779785,	980.727661,	969.154541,	298.049988,	897.962463,	259.683411,	1194.449707,	2455.221191,	814.740234,	928.057861,	509.969788,	1010.333801,	2327.928223,	310.059174,	602.316711,	834.225708,	2362.845215,	1193.221802,	667.738464,	294.159332,	1213.538696,	2364.742188,	1200.107910,	832.399597,	972.245605,	411.226776,	530.584229,	627.482605,	2247.665527,	1195.916260,	1073.916870,	955.958679,	412.589935,	1500.621460,	770.729980,	649.965027,	716.312500,	1055.887817,	801.173096,	827.263916,	877.578003,	950.184570,	966.241943,	817.642700,	1195.916260,	1199.903076,	990.004395,	716.312500,	1848.526001,	966.787415,	734.210327,	905.426086,	2446.113525,	921.895020,	678.332336,	843.766846,	1504.082397,	873.345581,	1189.481689,	895.915588,	2459.096436,	1000.912781,	803.091492,	1009.410706,	307.066589,	778.745117,	1052.814819,	970.232361,	680.865784,	762.492676,	1213.538696,	644.439941,	2249.006348,	846.146362,	1110.966797,	991.150635,	1042.446777,	1500.621460,	538.233215,	698.553894,	850.298584,	919.948547,	2454.551758,	2169.895264,	759.153809,	2166.587158,	1012.574585,	287.007355,	1198.834717,	1198.834717,	2364.742188,	1188.742554,	848.102783,	768.827209,	1196.014893,	886.921326,	2146.374268,	877.383118,	2357.824463,	736.932739,	2446.299316,	769.648987,	2166.233887,	1091.329712,	961.295654,	3746.935791,	639.618958,	646.268921,	866.639038,	641.248169,	647.960449,	929.156982,	645.739197,	826.769653,	902.135376,	713.186768,	2375.078369,	947.146057,	1479.213135,	491.759491,	2503.991943,	952.868103,	806.711182,	0.000000,	316.511597,	843.766846,	811.298096,	650.747681,	2218.323730,	1011.366150,	2456.745605,	700.191956,	1010.326538,	838.685303,	1213.549683,	878.807190,	986.506287,	829.769226,	730.698792,	580.282410,	409.302887,	1202.014648,	964.155518,	1196.737183,	686.718933,	]
[ 1438.424438,	2049.743896,	650.711365,	655.527954,	2155.152100,	1861.190186,	1013.111145,	1017.112000,	147.034912,	959.445190,	322.909149,	944.202148,	2141.976562,	870.080078,	998.170837,	261.994690,	1073.973755,	2011.893921,	149.275955,	407.106781,	694.872559,	2047.094360,	942.417297,	702.552124,	145.701843,	961.224854,	2049.743896,	946.969116,	887.507812,	696.236755,	473.489563,	318.962036,	371.729950,	1937.537231,	944.551758,	853.234924,	1005.205872,	475.938538,	1186.457397,	778.090027,	681.901917,	519.490601,	773.609375,	618.494568,	879.707153,	919.101562,	647.124512,	705.273682,	749.070068,	944.551758,	948.400452,	1038.340332,	519.490601,	1532.646118,	705.157532,	807.498535,	965.382751,	2133.833496,	617.385803,	556.632263,	696.795715,	1189.971802,	659.665466,	936.137695,	680.194885,	2151.232178,	684.780334,	857.470886,	1073.744019,	308.722961,	545.804626,	1084.858032,	708.783447,	718.809265,	664.538147,	961.224854,	683.587158,	1932.585083,	909.870178,	816.912170,	723.460632,	1101.016968,	1186.457397,	595.538696,	406.335846,	903.935303,	616.290527,	2146.353271,	1860.994385,	480.822601,	1858.020874,	1048.340210,	98.795616,	947.706543,	947.706543,	2049.743896,	938.916565,	633.743164,	492.526245,	943.378967,	608.493530,	1837.987915,	666.429688,	2043.010864,	752.190674,	2134.042725,	700.328125,	1857.106079,	779.890747,	1023.461853,	3463.996094,	677.557434,	682.923035,	655.637878,	679.518555,	683.864685,	617.931396,	683.169067,	876.165100,	675.089172,	659.457275,	2059.696289,	673.238098,	1163.664062,	229.126999,	2190.197021,	745.034790,	859.552490,	316.511597,	0.000000,	696.795715,	865.608704,	686.699158,	1913.403198,	1075.159302,	2144.419922,	716.936462,	1074.379639,	696.433411,	919.216370,	666.429626,	759.269348,	885.861938,	793.388916,	322.483093,	487.080475,	947.874634,	660.736816,	945.547852,	650.833130,	]
