Q=[
[ 821.047363,	1455.645264,	934.265015,	1063.764038,	1671.261475,	1249.585449,	1450.166260,	1471.037720,	720.872925,	1434.242065,	914.027283,	854.327698,	1621.444824,	1349.894409,	1477.382202,	609.000488,	1538.682007,	1427.866943,	714.482849,	722.076721,	962.205566,	1459.344604,	851.115723,	1189.357544,	722.303894,	859.119080,	1455.645264,	846.038574,	1364.791870,	194.755249,	1027.553711,	674.861389,	588.731995,	1326.816284,	850.646423,	884.730103,	1461.909668,	1030.095581,	695.510681,	1223.541992,	1169.996948,	759.266174,	613.967285,	835.492554,	1355.389282,	1378.348633,	31.625950,	668.202637,	1108.929077,	850.646423,	852.877502,	1490.260132,	759.266174,	994.861511,	665.684509,	1312.189941,	1437.942993,	1621.544800,	0.000000,	906.123718,	949.912415,	699.435974,	787.413879,	837.683411,	793.210571,	1669.283325,	192.522934,	1338.053955,	1539.214111,	877.751221,	686.378967,	1512.931641,	668.195557,	1205.525879,	1007.988708,	859.119080,	1177.795044,	1357.490112,	1392.774292,	574.912842,	243.208130,	1557.540039,	695.510681,	1121.097290,	230.325500,	1377.621948,	7.420438,	1662.435059,	1248.329224,	526.289368,	1244.894897,	1484.991455,	691.337646,	853.709167,	853.709167,	1455.645264,	852.080322,	772.410645,	535.806213,	845.304260,	]
[ 1637.276855,	2095.555176,	113.060829,	163.785095,	2004.370850,	1979.246826,	544.830627,	568.621948,	433.888428,	541.091370,	429.192352,	613.969238,	2042.273315,	464.730499,	584.646301,	338.166443,	637.990051,	2034.317261,	425.200714,	188.435394,	156.144012,	2076.462158,	614.121643,	330.840576,	437.309357,	635.331970,	2095.555176,	625.399719,	476.904846,	1068.381348,	355.159912,	261.781647,	317.869415,	2047.327881,	617.727295,	452.548798,	560.473083,	356.185760,	1158.627808,	327.575928,	317.179688,	168.129395,	593.691162,	172.326172,	467.122833,	480.374573,	936.424500,	458.225250,	208.954926,	617.727295,	621.530884,	586.999573,	168.129395,	1510.694824,	460.557739,	452.656525,	543.503540,	2022.704956,	906.123718,	0.000000,	167.480621,	1160.917847,	279.162903,	616.595154,	299.076996,	1998.226196,	842.950928,	454.353577,	638.755554,	373.347931,	274.372437,	606.808167,	462.439667,	343.768280,	111.762535,	635.331970,	330.460663,	1940.282959,	506.677429,	685.018250,	1110.827637,	654.288513,	1158.627808,	339.364929,	800.827515,	486.769531,	909.685181,	1996.178467,	1984.780273,	405.130707,	1984.630493,	579.350220,	478.383850,	619.760803,	619.760803,	2095.555176,	608.041199,	264.108459,	401.285217,	620.675232,	]
[ 1622.771362,	2027.337524,	54.457664,	247.844955,	1886.164673,	1933.549316,	551.952332,	587.294556,	586.894287,	581.666748,	596.585022,	485.782288,	1936.103149,	522.868835,	623.137390,	452.023010,	658.040771,	1960.467407,	577.140137,	293.965118,	21.310545,	2003.933594,	486.598267,	431.038544,	590.562805,	506.972748,	2027.337524,	499.303986,	530.324768,	1127.247192,	515.649841,	381.597015,	390.507538,	1998.124878,	490.424255,	313.040741,	582.521729,	516.404968,	1092.349365,	384.162964,	423.662659,	201.277573,	523.640320,	114.554955,	520.860168,	516.302612,	978.191956,	386.464691,	203.572586,	490.424255,	493.906738,	601.860962,	201.277573,	1434.443237,	389.338257,	537.379456,	581.730835,	1913.919312,	949.912415,	167.480621,	0.000000,	1094.176758,	195.346786,	491.937744,	205.505615,	1879.557617,	853.858093,	515.300171,	659.355225,	540.210938,	264.941498,	600.249817,	389.998932,	439.526917,	136.374527,	506.972748,	438.733459,	1863.785889,	560.074890,	619.997192,	1172.568726,	666.103943,	1092.349365,	477.455353,	882.397095,	535.032288,	954.555969,	1878.204346,	1940.680176,	424.126709,	1941.367188,	582.348755,	627.993591,	491.904602,	491.904602,	2027.337524,	480.112823,	196.437469,	415.468628,	494.568970,	]
[ 660.684082,	935.252441,	1115.154175,	1315.675781,	979.339600,	852.335510,	1642.045410,	1679.955078,	1230.683105,	1675.472290,	1396.185181,	680.986938,	952.282532,	1612.088135,	1717.220093,	1035.225464,	1750.295532,	873.707214,	1220.062500,	1045.289917,	1114.711304,	915.589294,	678.227112,	1491.684692,	1233.775024,	667.208557,	935.252441,	664.688477,	1621.181396,	825.806458,	1441.714111,	1059.441284,	939.072510,	911.420532,	674.846069,	834.230957,	1675.830933,	1443.854492,	3.929376,	1471.618652,	1478.023926,	996.344360,	571.837097,	1005.017395,	1611.519287,	1610.264160,	689.778259,	709.976562,	1297.569824,	674.846069,	673.511292,	1693.443359,	996.344360,	354.660278,	707.266418,	1612.013062,	1675.736328,	945.511536,	699.435974,	1160.917847,	1094.176758,	0.000000,	901.926697,	665.364197,	889.124634,	976.616394,	535.018921,	1603.353882,	1751.726562,	1341.128052,	888.577026,	1682.812378,	706.139832,	1504.287109,	1215.454590,	667.208557,	1491.083252,	781.035156,	1651.231812,	477.093994,	860.499084,	1755.752563,	3.929376,	1482.596558,	903.443848,	1627.280273,	705.835449,	970.477112,	861.933228,	799.672546,	864.040833,	1670.207397,	1224.362427,	675.669128,	675.669128,	935.252441,	684.057068,	907.963257,	796.228394,	668.044922,	]
[ 1429.646973,	1836.476074,	213.499084,	418.570404,	1725.207886,	1738.563354,	747.285339,	782.243530,	584.913147,	773.908508,	655.209595,	340.709137,	1764.554565,	710.553284,	815.972168,	397.677582,	853.057861,	1771.352417,	573.380554,	271.121918,	214.857971,	1814.398438,	340.446503,	600.215881,	588.903992,	361.772858,	1836.476074,	350.705414,	719.355103,	973.191772,	621.284607,	349.604462,	296.622833,	1803.489014,	343.851227,	200.577621,	777.207520,	622.709900,	899.979004,	570.245789,	589.132324,	158.273712,	330.195343,	108.006912,	709.715637,	708.900085,	813.745911,	192.209122,	396.769318,	343.851227,	347.776306,	797.042664,	158.273712,	1245.698120,	195.000626,	715.643311,	774.382446,	1744.439575,	787.413879,	279.162903,	195.346786,	901.926697,	0.000000,	341.294067,	22.813026,	1719.065674,	673.009338,	702.086548,	854.341309,	593.897766,	121.527344,	795.109436,	195.933884,	611.199219,	314.184326,	361.772858,	603.338684,	1675.555908,	749.379883,	426.003845,	1020.178955,	861.433044,	899.979004,	618.456055,	754.759460,	725.353943,	792.751526,	1717.015991,	1745.581909,	268.426880,	1746.217651,	777.668762,	614.967346,	346.180603,	346.180603,	1836.476074,	334.738892,	25.994631,	256.746124,	346.064606,	]
[ 1281.754761,	1572.897217,	531.038574,	738.550171,	1394.390015,	1517.122681,	1006.205200,	1048.535278,	892.703308,	1057.572510,	988.584473,	18.114363,	1446.043945,	1008.435425,	1096.339355,	685.426270,	1116.666992,	1499.042358,	880.723633,	595.437744,	513.108704,	1543.842407,	14.754022,	922.328674,	896.672668,	25.324015,	1572.897217,	10.832476,	1013.954346,	1031.903809,	962.575012,	659.216919,	568.270447,	1574.248657,	13.159487,	184.706589,	1046.535156,	964.003357,	664.596313,	872.841919,	913.947632,	493.354340,	223.897125,	444.583557,	1004.872375,	992.292908,	854.668457,	231.369537,	686.978394,	13.159487,	15.229286,	1059.266968,	493.354340,	976.814758,	231.742706,	1028.814697,	1056.307495,	1422.991577,	837.683411,	616.595154,	491.937744,	665.364197,	341.294067,	0.000000,	319.607300,	1387.845093,	665.656860,	1001.965393,	1118.363159,	926.975220,	412.047119,	1038.094360,	228.091324,	931.257568,	627.644409,	25.324015,	928.811035,	1399.856079,	1042.895020,	279.222015,	1080.187622,	1117.241943,	664.596313,	955.007080,	897.585327,	1016.360168,	844.658630,	1386.400024,	1527.063843,	460.326416,	1529.295898,	1030.812378,	913.699890,	16.058212,	16.058212,	1572.897217,	19.143028,	361.711700,	447.554810,	7.937030,	]
[ 1424.178833,	1823.033203,	228.233719,	435.057587,	1705.552124,	1728.265869,	756.873413,	792.738403,	607.023071,	786.350159,	678.005188,	318.666412,	1746.280029,	724.588684,	828.126709,	418.218597,	863.444885,	1757.168823,	595.458435,	293.632294,	225.751312,	1800.383057,	318.465088,	617.475586,	611.016602,	339.793152,	1823.033203,	328.906006,	732.995056,	980.396484,	643.118225,	371.444855,	315.216248,	1792.667603,	321.904541,	178.079590,	788.023560,	644.521057,	887.250122,	584.546204,	606.821655,	181.074966,	318.147736,	126.982460,	723.403564,	721.145630,	819.046631,	181.124969,	408.506927,	321.904541,	325.814056,	807.136230,	181.074966,	1231.308716,	184.029587,	731.736328,	786.622070,	1725.854858,	793.210571,	299.076996,	205.505615,	889.124634,	22.813026,	319.607300,	0.000000,	1699.357910,	674.048462,	716.360352,	864.775635,	616.700867,	138.643860,	803.181274,	184.587860,	628.149292,	329.022888,	339.793152,	621.159058,	1661.036011,	762.951172,	414.494537,	1027.631348,	871.017090,	887.250122,	638.436890,	766.770081,	738.562378,	798.690369,	1697.384033,	1735.506958,	278.785278,	1736.260986,	786.737427,	636.664917,	324.190094,	324.190094,	1823.033203,	312.696411,	47.907608,	266.626160,	324.245667,	]
[ 1223.664551,	712.103210,	1918.580444,	2126.385986,	9.679525,	947.576965,	2362.904053,	2409.065674,	2172.177490,	2429.849854,	2317.610352,	1393.799561,	196.404312,	2389.404785,	2465.519287,	1964.632324,	2472.563965,	624.853516,	2160.778320,	1934.686157,	1900.652222,	652.644531,	1392.960449,	2310.173828,	2175.640625,	1372.657837,	712.103210,	1380.288208,	2393.265137,	1770.096069,	2328.506592,	1971.538452,	1855.083740,	925.450317,	1389.133423,	1568.054565,	2409.373779,	2330.268555,	980.445740,	2257.266846,	2301.666992,	1855.018188,	1430.274902,	1826.338501,	2384.597412,	2365.937500,	1656.064453,	1551.555542,	2070.508301,	1389.133423,	1385.657349,	2416.276123,	1855.018188,	694.161682,	1549.796509,	2415.259277,	2427.506836,	153.636917,	1669.283325,	1998.226196,	1879.557617,	976.616394,	1719.065674,	1387.845093,	1699.357910,	0.000000,	1511.588135,	2383.912109,	2474.535156,	2258.273438,	1754.425415,	2380.220947,	1547.184326,	2319.038818,	2015.464722,	1372.657837,	2316.476562,	577.116821,	2421.191650,	1358.155762,	1796.606934,	2466.531250,	980.445740,	2337.486084,	1879.565308,	2393.768066,	1675.236206,	11.033512,	967.182556,	1714.333008,	976.679932,	2381.852051,	2173.492920,	1387.666626,	1387.666626,	712.103210,	1399.452026,	1735.128418,	1707.164795,	1385.028687,	]
[ 803.146484,	1365.987183,	848.418030,	1006.207275,	1514.240112,	1190.822510,	1384.392212,	1410.843018,	756.695618,	1383.330566,	942.185791,	683.017456,	1478.865356,	1303.898193,	1426.904053,	597.855347,	1480.635132,	1327.113770,	747.905090,	673.631531,	869.168518,	1362.425415,	679.706543,	1152.925537,	759.032410,	685.439880,	1365.987183,	673.167542,	1317.241577,	375.521393,	1029.040894,	648.940979,	541.177307,	1265.261475,	678.794739,	736.605774,	1403.056885,	1031.487427,	531.176636,	1169.768921,	1135.032349,	681.396606,	445.570618,	740.622192,	1307.542603,	1323.281982,	199.396881,	524.044678,	1032.804565,	678.794739,	680.631775,	1428.714844,	681.396606,	857.725830,	521.217224,	1277.940674,	1386.021118,	1475.263672,	192.522934,	842.950928,	853.858093,	535.018921,	673.009338,	665.656860,	674.048462,	1511.588135,	0.000000,	1292.805298,	1481.451172,	896.207397,	590.796021,	1441.968140,	523.100586,	1168.287964,	933.820190,	685.439880,	1144.902588,	1248.381104,	1346.509644,	393.080597,	422.465729,	1495.797729,	531.176636,	1104.330688,	368.972870,	1328.184204,	199.929596,	1505.378662,	1192.576294,	439.108276,	1190.581787,	1417.961914,	738.431458,	681.693542,	681.693542,	1365.987183,	681.429810,	662.967834,	444.718964,	672.971191,	]
[ 2090.710449,	2538.346924,	488.587769,	291.517212,	2390.876953,	2431.417725,	180.652863,	166.393204,	710.438904,	101.988075,	569.753784,	993.901001,	2448.001953,	12.610646,	142.202713,	733.416870,	216.699753,	2473.400879,	708.687927,	620.804443,	494.074188,	2516.483154,	995.110657,	155.617279,	711.856018,	1014.560974,	2538.346924,	1008.423157,	30.262556,	1483.627319,	401.901855,	663.725952,	755.079773,	2498.586182,	998.996643,	818.261169,	153.351242,	399.945221,	1601.316162,	131.843750,	176.296387,	622.109802,	1031.602051,	598.429932,	24.182005,	77.659119,	1369.256836,	893.484680,	315.009827,	998.996643,	1002.216797,	187.492371,	622.109802,	1947.631348,	896.164551,	77.573997,	107.972816,	2424.655273,	1338.053955,	454.353577,	515.300171,	1603.353882,	702.086548,	1001.965393,	716.360352,	2383.912109,	1292.805298,	0.000000,	216.390213,	557.099915,	726.472290,	250.956940,	897.373962,	139.123657,	387.988220,	1014.560974,	173.886658,	2377.393311,	54.818237,	1126.431274,	1522.094604,	245.200119,	1601.316162,	270.632751,	1198.363525,	47.693668,	1340.735840,	2383.126465,	2437.334229,	858.032715,	2437.368164,	210.335510,	759.235657,	1000.109436,	1000.109436,	2538.346924,	988.505127,	695.396912,	854.881653,	1003.765503,	]
[ 2271.438477,	2681.961914,	646.397278,	476.681488,	2482.052246,	2592.872803,	112.429024,	72.114380,	926.723999,	114.684296,	783.753418,	1107.580566,	2553.890381,	203.797745,	81.565300,	940.679382,	2.375930,	2612.293457,	924.849915,	817.477539,	639.502625,	2656.402100,	1109.327759,	371.326630,	928.170044,	1126.942505,	2681.961914,	1123.211548,	186.262375,	1690.864624,	615.900696,	868.593933,	951.603088,	2657.441650,	1113.200439,	934.365479,	78.474083,	613.840637,	1750.023315,	315.739197,	392.011322,	801.328186,	1182.739624,	759.197021,	194.066849,	161.169540,	1570.075928,	1045.816284,	458.590027,	1113.200439,	1115.952148,	59.103554,	801.328186,	2086.812500,	1048.692505,	276.118866,	108.417526,	2527.595215,	1539.214111,	638.755554,	659.355225,	1751.726562,	854.341309,	1118.363159,	864.775635,	2474.535156,	1481.451172,	216.390213,	0.000000,	773.139160,	899.758362,	111.107422,	1049.336304,	354.987762,	551.682556,	1126.942505,	390.228943,	2514.287354,	165.816833,	1279.220947,	1730.443481,	36.128738,	1750.023315,	485.186523,	1408.654175,	169.874176,	1542.281860,	2474.699463,	2599.923096,	1042.761597,	2600.547363,	94.296143,	975.578796,	1113.747681,	1113.747681,	2681.961914,	1102.722534,	852.706421,	1038.040894,	1118.790405,	]
[ 1688.373779,	2248.308838,	486.068329,	405.084564,	2263.375732,	2086.717529,	722.199463,	720.725708,	166.249100,	658.454895,	61.609402,	929.262085,	2275.670654,	569.623108,	695.459473,	307.153839,	773.553162,	2200.202148,	168.983932,	332.513855,	529.488037,	2238.717529,	928.515564,	405.329193,	166.337845,	949.570496,	2248.308838,	937.158325,	587.356445,	986.544556,	164.766632,	286.877991,	405.290131,	2160.661865,	931.599792,	791.859741,	708.272400,	167.216309,	1338.075195,	494.159576,	385.166046,	436.069641,	829.318176,	509.459381,	580.207153,	623.619385,	909.124817,	718.666199,	514.332581,	931.599792,	935.600708,	742.064697,	436.069641,	1694.920776,	719.853333,	502.090668,	664.862610,	2261.843018,	877.751221,	373.347931,	540.210938,	1341.128052,	593.897766,	926.975220,	616.700867,	2258.273438,	896.207397,	557.099915,	773.139160,	0.000000,	517.818848,	794.899231,	722.949951,	420.906982,	455.494629,	949.570496,	384.435547,	2113.680176,	607.744202,	900.767639,	1018.282532,	802.234558,	1338.075195,	289.490356,	692.852661,	604.423340,	878.323730,	2254.807373,	2088.700195,	546.820129,	2086.764404,	756.557861,	210.478882,	934.252563,	934.252563,	2248.308838,	923.357727,	570.210693,	552.782166,	932.747375,	]
[ 1371.737183,	1822.294922,	257.990417,	434.995239,	1760.036499,	1705.341797,	798.376648,	828.109802,	483.846283,	808.786133,	579.299438,	416.126709,	1786.533813,	736.371094,	852.048401,	284.884125,	898.744324,	1762.283691,	471.977478,	185.343262,	279.049133,	1804.074097,	415.022583,	604.695435,	487.843689,	435.614380,	1822.294922,	422.521545,	747.589172,	867.056091,	574.204712,	248.219772,	177.165512,	1773.140503,	417.837463,	307.430634,	821.378418,	576.002197,	886.183655,	597.046875,	590.287109,	107.769897,	328.791565,	150.566483,	737.791687,	745.843384,	714.212769,	203.472519,	444.435974,	417.837463,	421.838165,	844.896973,	107.769897,	1240.145508,	205.041779,	727.021301,	810.457336,	1769.191040,	686.378967,	274.372437,	264.941498,	888.577026,	121.527344,	412.047119,	138.643860,	1754.425415,	590.796021,	726.472290,	899.758362,	517.818848,	0.000000,	853.253723,	207.835251,	617.932434,	348.102905,	435.614380,	603.040588,	1669.072388,	777.613281,	415.400757,	913.208313,	911.313416,	886.183655,	596.793762,	637.593323,	756.217896,	691.222656,	1751.630249,	1711.060791,	160.113663,	1711.018799,	831.062988,	509.091888,	420.683624,	420.683624,	1822.294922,	410.360962,	98.068138,	150.788986,	418.294464,	]
[ 2222.191162,	2608.169922,	595.630432,	452.706696,	2387.892822,	2529.258057,	72.796371,	92.394798,	938.980591,	169.527908,	813.735962,	1026.291626,	2464.393311,	240.026398,	162.521515,	927.425293,	108.734016,	2536.282959,	935.701721,	792.533508,	581.813660,	2580.813965,	1028.242065,	390.538605,	940.860962,	1044.959351,	2608.169922,	1042.236328,	223.008057,	1672.741577,	647.098389,	852.720459,	924.462036,	2592.115967,	1032.074707,	855.979736,	105.165298,	645.323975,	1681.297119,	307.237122,	410.235229,	761.041870,	1118.702515,	707.053955,	226.871002,	175.238922,	1543.218018,	983.851318,	409.214111,	1032.074707,	1034.611328,	76.892380,	761.041870,	2012.079712,	986.806824,	325.076630,	161.361343,	2437.126465,	1512.931641,	606.808167,	600.249817,	1682.812378,	795.109436,	1038.094360,	803.181274,	2380.220947,	1441.968140,	250.956940,	111.107422,	794.899231,	853.253723,	0.000000,	987.118958,	375.713440,	508.442169,	1044.959351,	412.625336,	2437.497314,	216.425766,	1215.332031,	1714.092163,	89.587990,	1681.297119,	516.390381,	1397.269653,	205.239227,	1516.480713,	2380.670898,	2537.005371,	1003.259338,	2538.001953,	40.721104,	988.477844,	1032.386963,	1032.386963,	2608.169922,	1021.696716,	796.490417,	997.269775,	1037.951050,	]
[ 1245.282959,	1640.974121,	409.015900,	611.350769,	1552.874878,	1543.680542,	941.430298,	977.286743,	672.277100,	969.838440,	784.128174,	237.657501,	1582.655151,	906.013306,	1011.869385,	461.980713,	1048.011719,	1576.596924,	660.262451,	391.685638,	410.053497,	1619.435059,	235.555252,	790.605225,	676.196106,	253.361755,	1640.974121,	238.907593,	915.041626,	861.799316,	781.351013,	443.837524,	344.079926,	1608.125977,	237.335175,	216.554977,	972.498291,	783.101074,	704.161316,	765.583252,	778.299377,	308.505524,	134.309479,	299.583893,	905.380920,	904.807556,	690.292480,	4.371808,	592.499207,	237.335175,	241.057678,	991.723328,	308.505524,	1051.361450,	3.652895,	908.492554,	970.291748,	1564.376953,	668.195557,	462.439667,	389.998932,	706.139832,	195.933884,	228.091324,	184.587860,	1547.184326,	523.100586,	897.373962,	1049.336304,	722.949951,	207.835251,	987.118958,	0.000000,	802.366882,	509.398163,	253.361755,	792.031616,	1481.287842,	945.092346,	230.140793,	910.130066,	1055.566406,	704.161316,	796.884644,	690.734131,	921.203125,	674.512512,	1544.498779,	1550.944702,	232.525604,	1551.721069,	971.168213,	690.222595,	240.575165,	240.575165,	1640.974121,	232.759186,	202.365387,	219.625824,	235.553772,	]
[ 1969.354248,	2439.166992,	402.020691,	193.487793,	2325.620605,	2321.323730,	302.936340,	299.878571,	571.812195,	241.015045,	438.027130,	925.303162,	2373.072266,	151.713943,	281.088959,	598.380493,	355.189178,	2377.352295,	569.865417,	494.662140,	418.499054,	2419.679932,	926.102600,	16.575335,	573.300598,	946.499512,	2439.166992,	938.751038,	168.894852,	1347.537109,	271.850006,	530.688477,	627.739624,	2389.976318,	929.923340,	752.048706,	287.525665,	270.163544,	1502.037109,	104.216393,	37.186337,	510.846130,	935.238037,	503.857056,	160.921555,	202.769791,	1236.884766,	798.265137,	262.417603,	929.923340,	933.418396,	321.214874,	510.846130,	1853.054932,	800.751404,	110.182823,	246.726318,	2351.700439,	1205.525879,	343.768280,	439.526917,	1504.287109,	611.199219,	931.257568,	628.149292,	2319.038818,	1168.287964,	139.123657,	354.987762,	420.906982,	617.932434,	375.713440,	802.366882,	0.000000,	303.630829,	946.499512,	36.916801,	2282.865967,	192.880203,	1027.796631,	1385.420044,	382.437714,	1502.037109,	142.670166,	1060.913086,	185.134399,	1207.973877,	2317.644043,	2326.527344,	738.731506,	2326.196045,	336.583801,	620.766846,	931.421204,	931.421204,	2439.166992,	919.625549,	600.590637,	736.796082,	934.011169,	]
[ 1719.837280,	2150.371094,	100.803444,	111.486702,	2022.027954,	2046.982788,	450.979401,	480.006958,	536.579529,	463.263428,	505.778015,	621.841980,	2070.216553,	396.633606,	506.102386,	449.835022,	550.656860,	2085.532959,	528.677490,	297.915436,	115.720024,	2128.553223,	622.600037,	294.799438,	539.795471,	643.076965,	2150.371094,	635.187195,	405.937592,	1174.404785,	400.214996,	373.503387,	422.920105,	2113.217041,	626.411865,	449.413788,	473.337036,	400.572571,	1213.438599,	256.185059,	287.295288,	252.607147,	643.650818,	211.035156,	396.235138,	399.264221,	1037.815796,	505.519897,	100.965454,	626.411865,	629.929565,	496.865753,	252.607147,	1559.873291,	508.209747,	403.756348,	464.406738,	2048.499023,	1007.988708,	111.762535,	136.374527,	1215.454590,	314.184326,	627.644409,	329.022888,	2015.464722,	933.820190,	387.988220,	551.682556,	455.494629,	348.102905,	508.442169,	509.398163,	303.630829,	0.000000,	643.076965,	302.379974,	1989.714478,	436.034515,	738.680725,	1217.543457,	563.434937,	1213.438599,	346.167175,	910.523376,	412.762817,	1011.859253,	2014.042969,	2053.376465,	494.887878,	2053.670898,	484.235352,	582.743164,	627.945007,	627.945007,	2150.371094,	616.140747,	307.620087,	489.122223,	630.444458,	]
[ 1289.810303,	1568.807129,	547.496887,	754.266907,	1379.308838,	1517.894531,	1014.636475,	1057.530151,	916.970520,	1068.276978,	1011.173706,	21.395876,	1433.737427,	1020.791016,	1106.605591,	710.082397,	1125.210815,	1493.928833,	904.998657,	618.442688,	528.028870,	1538.902588,	21.328278,	937.876038,	920.943970,	0.000000,	1568.807129,	14.637496,	1025.933594,	1053.107056,	982.902344,	683.128052,	593.049255,	1574.111206,	17.998684,	196.300583,	1055.830078,	984.297241,	666.588074,	886.094727,	929.905762,	515.199829,	246.022675,	463.735321,	1016.935547,	1003.148438,	875.668213,	256.618378,	699.783936,	17.998684,	14.022365,	1067.840088,	515.199829,	973.140503,	257.013763,	1042.952759,	1066.835449,	1410.100586,	859.119080,	635.331970,	506.972748,	667.208557,	361.772858,	25.324015,	339.793152,	1372.657837,	685.439880,	1014.560974,	1126.942505,	949.570496,	435.614380,	1044.959351,	253.361755,	946.499512,	643.076965,	0.000000,	944.843140,	1394.423096,	1054.684937,	296.485016,	1101.332031,	1125.039673,	666.588074,	973.085388,	921.733032,	1027.944702,	866.133728,	1371.377441,	1528.123535,	485.637634,	1530.516357,	1038.625610,	938.295044,	15.610035,	15.610035,	1568.807129,	27.294670,	382.817841,	472.857574,	17.846766,	]
[ 1946.952026,	2425.305420,	397.899292,	190.893585,	2322.938232,	2303.447266,	339.850739,	336.294678,	536.554138,	275.858276,	401.112488,	923.547607,	2367.367432,	186.494812,	315.061829,	569.538391,	390.499573,	2364.628174,	534.851257,	471.889801,	418.082184,	2406.671143,	924.214417,	23.623478,	537.969543,	944.843140,	2425.305420,	936.610046,	203.966553,	1317.326538,	235.009109,	503.475006,	603.781311,	2372.646240,	928.001587,	751.766785,	323.841675,	233.341827,	1488.757935,	134.062729,	15.300065,	495.414948,	923.979187,	495.443085,	196.351120,	239.463211,	1209.231567,	787.866150,	273.330933,	928.001587,	931.572144,	357.633606,	495.414948,	1841.154663,	790.271118,	134.408676,	281.828644,	2346.628906,	1177.795044,	330.460663,	438.733459,	1491.083252,	603.338684,	928.811035,	621.159058,	2316.476562,	1144.902588,	173.886658,	390.228943,	384.435547,	603.040588,	412.625336,	792.031616,	36.916801,	302.379974,	944.843140,	0.000000,	2270.719971,	226.677048,	1015.468689,	1354.728760,	418.275391,	1488.757935,	106.548485,	1029.622192,	220.605850,	1180.097778,	2314.897949,	2308.370117,	718.558167,	2307.895996,	373.460938,	585.356079,	929.616455,	929.616455,	2425.305420,	917.800049,	591.327759,	717.197266,	931.859619,	]
[ 711.026672,	190.480606,	1888.952759,	2092.615967,	571.302368,	370.489777,	2402.851562,	2443.367920,	1992.380615,	2444.853516,	2166.561279,	1412.322388,	405.301941,	2385.599365,	2485.623047,	1806.541748,	2512.701172,	101.010376,	1982.458618,	1825.682007,	1884.763428,	147.031586,	1410.214966,	2270.630371,	1995.164307,	1394.423096,	190.480606,	1396.184692,	2393.769287,	1402.385010,	2220.760010,	1836.175781,	1716.029907,	352.531342,	1406.427979,	1581.580811,	2440.321289,	2222.943848,	783.593872,	2245.569092,	2257.447021,	1776.791870,	1347.768188,	1780.850830,	2384.223633,	2379.333496,	1335.632324,	1485.303955,	2067.130127,	1406.427979,	1404.081177,	2455.375488,	1776.791870,	429.926727,	1482.733398,	2389.671631,	2444.543701,	436.611237,	1357.490112,	1940.282959,	1863.785889,	781.035156,	1675.555908,	1399.856079,	1661.036011,	577.116821,	1248.381104,	2377.393311,	2514.287354,	2113.680176,	1669.072388,	2437.497314,	1481.287842,	2282.865967,	1989.714478,	1394.423096,	2270.719971,	0.000000,	2423.641113,	1255.270264,	1416.391357,	2515.150391,	783.593872,	2263.631592,	1586.529541,	2398.805420,	1361.680420,	566.094482,	390.081604,	1578.340210,	399.597534,	2428.826172,	1980.142578,	1406.313599,	1406.313599,	190.480606,	1416.692017,	1683.640869,	1575.561035,	1400.354858,	]
[ 2143.681885,	2585.830078,	536.084473,	343.219757,	2428.274902,	2481.781738,	152.233551,	125.824059,	762.849243,	51.879200,	617.960632,	1034.243530,	2488.413086,	42.894875,	88.385681,	788.230591,	166.390625,	2520.039307,	761.352966,	675.031738,	539.001038,	2563.317139,	1035.568726,	209.443619,	764.183289,	1054.684937,	2585.830078,	1049.034424,	30.119678,	1538.416992,	450.091827,	718.517944,	809.371643,	2548.564453,	1039.461914,	858.567749,	112.507584,	448.037170,	1649.251099,	180.747314,	230.047287,	674.012695,	1079.398315,	647.010498,	39.882816,	65.952538,	1423.964233,	941.263733,	357.553192,	1039.461914,	1042.592407,	145.606735,	674.012695,	1994.090698,	943.984985,	112.012871,	59.283447,	2464.466064,	1392.774292,	506.677429,	560.074890,	1651.231812,	749.379883,	1042.895020,	762.951172,	2421.191650,	1346.509644,	54.818237,	165.816833,	607.744202,	777.613281,	216.425766,	945.092346,	192.880203,	436.034515,	1054.684937,	226.677048,	2423.641113,	0.000000,	1174.653198,	1576.838379,	196.953827,	1649.251099,	319.396057,	1252.986450,	28.234684,	1395.472290,	2420.601807,	2487.872314,	911.046997,	2487.995605,	176.058823,	811.445740,	1040.459351,	1040.459351,	2585.830078,	1028.946045,	743.635010,	907.681702,	1044.414307,	]
